age;duration;campaign;pdays;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;job;marital;education;default;housing;loan;contact;month;day_of_week;previous;poutcome;y
30;71;2;999;1.4;93.918;-42.7;4.963;5228.1;admin.;married;university.degree;no;yes;no;cellular;jul;fri;0;nonexistent;1
35;145;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;married;basic.6y;no;yes;no;cellular;jul;fri;0;nonexistent;1
42;215;2;999;1.4;93.918;-42.7;4.963;5228.1;management;divorced;university.degree;no;yes;no;cellular;jul;fri;0;nonexistent;1
30;94;2;999;1.4;93.918;-42.7;4.963;5228.1;services;single;high.school;no;yes;no;cellular;jul;fri;0;nonexistent;1
32;271;5;999;1.4;93.918;-42.7;4.963;5228.1;technician;married;basic.9y;no;no;no;cellular;jul;fri;0;nonexistent;1
41;911;2;999;1.4;93.918;-42.7;4.963;5228.1;self-employed;divorced;professional.course;no;no;no;cellular;jul;fri;0;nonexistent;2
35;165;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;married;basic.6y;no;no;no;cellular;jul;fri;0;nonexistent;1
35;196;2;999;1.4;93.918;-42.7;4.963;5228.1;admin.;single;high.school;no;yes;no;cellular;jul;fri;0;nonexistent;1
29;437;7;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;married;basic.9y;no;yes;yes;telephone;jul;fri;0;nonexistent;1
41;1180;2;999;1.4;93.918;-42.7;4.963;5228.1;admin.;single;university.degree;no;no;no;cellular;jul;fri;0;nonexistent;1
36;135;2;999;1.4;93.918;-42.7;4.963;5228.1;admin.;married;university.degree;unknown;no;no;cellular;jul;fri;0;nonexistent;1
32;193;2;999;1.4;93.918;-42.7;4.963;5228.1;technician;married;unknown;no;yes;no;cellular;jul;fri;0;nonexistent;1
31;103;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;married;basic.6y;no;no;no;cellular;jul;fri;0;nonexistent;1
30;128;2;999;1.4;93.918;-42.7;4.963;5228.1;admin.;married;university.degree;no;no;no;cellular;jul;fri;0;nonexistent;1
25;328;2;999;1.4;93.918;-42.7;4.963;5228.1;unemployed;married;university.degree;no;no;no;telephone;jul;fri;0;nonexistent;1
32;261;13;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;divorced;professional.course;no;no;no;cellular;jul;fri;0;nonexistent;1
31;342;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;fri;0;nonexistent;1
31;119;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;married;basic.6y;no;yes;no;cellular;jul;fri;0;nonexistent;1
36;425;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;single;high.school;no;no;no;cellular;jul;fri;0;nonexistent;1
26;151;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;single;basic.9y;unknown;yes;no;cellular;jul;fri;0;nonexistent;1
52;163;2;999;1.4;93.918;-42.7;4.963;5228.1;technician;married;professional.course;no;no;yes;cellular;jul;fri;0;nonexistent;1
25;773;3;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;single;basic.9y;no;yes;no;cellular;jul;fri;0;nonexistent;1
29;822;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;single;basic.9y;no;no;no;cellular;jul;fri;0;nonexistent;2
37;188;2;999;1.4;93.918;-42.7;4.963;5228.1;admin.;single;university.degree;no;no;no;cellular;jul;fri;0;nonexistent;1
43;853;2;999;1.4;93.918;-42.7;4.963;5228.1;technician;divorced;basic.9y;no;no;no;cellular;jul;fri;0;nonexistent;2
28;549;2;999;1.4;93.918;-42.7;4.963;5228.1;admin.;married;professional.course;no;no;no;cellular;jul;fri;0;nonexistent;1
36;172;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;single;high.school;no;no;no;cellular;jul;fri;0;nonexistent;1
22;161;4;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;married;professional.course;no;yes;no;cellular;jul;fri;0;nonexistent;1
41;96;2;999;1.4;93.918;-42.7;4.963;5228.1;blue-collar;single;unknown;unknown;no;no;cellular;jul;fri;0;nonexistent;1
46;1649;2;999;1.4;93.918;-42.7;4.963;5228.1;housemaid;married;basic.4y;unknown;no;no;cellular;jul;fri;0;nonexistent;2
26;1310;2;999;1.4;93.918;-42.7;4.963;5228.1;admin.;single;high.school;no;no;no;cellular;jul;fri;0;nonexistent;2
25;1187;3;999;1.4;93.918;-42.7;4.963;5228.1;technician;single;professional.course;no;yes;no;cellular;jul;fri;0;nonexistent;1
29;135;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
29;151;2;999;1.4;93.918;-42.7;4.962;5228.1;services;married;high.school;no;yes;yes;cellular;jul;mon;0;nonexistent;1
27;324;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;married;professional.course;no;yes;yes;cellular;jul;mon;0;nonexistent;1
32;77;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
45;122;2;999;1.4;93.918;-42.7;4.962;5228.1;unemployed;married;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
54;122;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;unknown;no;yes;no;cellular;jul;mon;0;nonexistent;1
56;175;2;999;1.4;93.918;-42.7;4.962;5228.1;management;married;basic.6y;unknown;no;no;cellular;jul;mon;0;nonexistent;1
32;51;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.4y;no;yes;no;cellular;jul;mon;0;nonexistent;1
31;246;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
35;330;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
58;607;2;999;1.4;93.918;-42.7;4.962;5228.1;management;married;university.degree;unknown;no;no;cellular;jul;mon;0;nonexistent;1
29;104;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
31;114;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
58;332;2;999;1.4;93.918;-42.7;4.962;5228.1;management;married;university.degree;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
33;125;2;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;yes;yes;cellular;jul;mon;0;nonexistent;1
27;236;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;yes;no;telephone;jul;mon;0;nonexistent;1
32;79;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
27;65;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
35;216;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;university.degree;no;yes;yes;telephone;jul;mon;0;nonexistent;1
26;114;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;married;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
57;324;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.4y;no;no;no;cellular;jul;mon;0;nonexistent;1
40;68;3;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
24;61;2;999;1.4;93.918;-42.7;4.962;5228.1;self-employed;single;professional.course;no;yes;no;cellular;jul;mon;0;nonexistent;1
39;179;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;divorced;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
30;243;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
31;90;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
50;611;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.4y;no;yes;no;cellular;jul;mon;0;nonexistent;2
30;256;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;unknown;yes;no;telephone;jul;mon;0;nonexistent;1
56;102;2;999;1.4;93.918;-42.7;4.962;5228.1;unknown;single;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
43;41;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
31;221;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
43;329;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;divorced;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
31;97;2;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;unknown;no;no;cellular;jul;mon;0;nonexistent;1
30;96;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
31;227;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
45;56;2;999;1.4;93.918;-42.7;4.962;5228.1;management;married;university.degree;unknown;yes;yes;cellular;jul;mon;0;nonexistent;1
32;102;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;no;yes;cellular;jul;mon;0;nonexistent;1
27;158;7;999;1.4;93.918;-42.7;4.962;5228.1;unemployed;single;university.degree;no;yes;no;telephone;jul;mon;0;nonexistent;1
45;194;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;divorced;basic.9y;no;no;yes;cellular;jul;mon;0;nonexistent;1
33;285;2;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;yes;yes;cellular;jul;mon;0;nonexistent;1
43;231;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
56;53;8;999;1.4;93.918;-42.7;4.962;5228.1;unknown;single;basic.9y;no;no;yes;cellular;jul;mon;0;nonexistent;1
39;276;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;high.school;no;yes;yes;cellular;jul;mon;0;nonexistent;1
27;505;2;999;1.4;93.918;-42.7;4.962;5228.1;services;single;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
51;178;4;999;1.4;93.918;-42.7;4.962;5228.1;admin.;divorced;university.degree;unknown;unknown;unknown;cellular;jul;mon;0;nonexistent;1
31;211;3;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;university.degree;no;no;no;telephone;jul;mon;0;nonexistent;1
33;116;2;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
25;135;3;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
40;172;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
50;47;4;999;1.4;93.918;-42.7;4.962;5228.1;admin.;divorced;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
53;84;2;999;1.4;93.918;-42.7;4.962;5228.1;self-employed;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
39;367;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;unknown;no;no;cellular;jul;mon;0;nonexistent;1
25;244;7;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
33;103;3;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;yes;yes;cellular;jul;mon;0;nonexistent;1
33;158;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
33;611;2;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
53;78;3;999;1.4;93.918;-42.7;4.962;5228.1;self-employed;married;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
27;306;2;999;1.4;93.918;-42.7;4.962;5228.1;services;single;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
26;79;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;divorced;high.school;no;no;no;telephone;jul;mon;0;nonexistent;1
26;110;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;high.school;no;yes;yes;cellular;jul;mon;0;nonexistent;1
39;751;2;999;1.4;93.918;-42.7;4.962;5228.1;services;married;professional.course;no;yes;no;cellular;jul;mon;0;nonexistent;2
35;289;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;high.school;no;yes;yes;cellular;jul;mon;0;nonexistent;1
31;126;6;999;1.4;93.918;-42.7;4.962;5228.1;housemaid;married;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
29;84;3;999;1.4;93.918;-42.7;4.962;5228.1;management;single;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
48;297;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.6y;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
30;66;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;professional.course;no;no;no;cellular;jul;mon;0;nonexistent;1
31;120;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;high.school;no;yes;no;telephone;jul;mon;0;nonexistent;1
33;72;4;999;1.4;93.918;-42.7;4.962;5228.1;technician;divorced;professional.course;no;yes;no;cellular;jul;mon;0;nonexistent;1
31;64;2;999;1.4;93.918;-42.7;4.962;5228.1;housemaid;married;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
31;151;2;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
22;767;12;999;1.4;93.918;-42.7;4.962;5228.1;housemaid;single;high.school;no;yes;yes;cellular;jul;mon;0;nonexistent;1
56;329;5;999;1.4;93.918;-42.7;4.962;5228.1;unknown;single;basic.9y;no;no;yes;cellular;jul;mon;0;nonexistent;1
35;84;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;unknown;no;yes;cellular;jul;mon;0;nonexistent;1
23;105;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;no;yes;cellular;jul;mon;0;nonexistent;1
44;214;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;no;no;telephone;jul;mon;0;nonexistent;1
27;189;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
31;1397;3;999;1.4;93.918;-42.7;4.962;5228.1;management;married;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;2
40;550;3;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
27;331;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;professional.course;no;no;no;cellular;jul;mon;0;nonexistent;1
43;155;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
40;137;3;999;1.4;93.918;-42.7;4.962;5228.1;services;married;basic.6y;no;yes;no;cellular;jul;mon;0;nonexistent;1
49;333;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;married;university.degree;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
35;44;14;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;high.school;unknown;no;no;telephone;jul;mon;0;nonexistent;1
32;173;6;999;1.4;93.918;-42.7;4.962;5228.1;management;single;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
32;209;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;unknown;unknown;cellular;jul;mon;0;nonexistent;1
25;122;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
40;238;3;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
33;84;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.4y;no;unknown;unknown;cellular;jul;mon;0;nonexistent;1
45;363;3;999;1.4;93.918;-42.7;4.962;5228.1;unemployed;married;university.degree;no;yes;no;telephone;jul;mon;0;nonexistent;1
30;64;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
26;226;4;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
39;97;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
56;247;2;999;1.4;93.918;-42.7;4.962;5228.1;services;divorced;high.school;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
27;80;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;yes;yes;cellular;jul;mon;0;nonexistent;1
35;141;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
28;187;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
30;467;3;999;1.4;93.918;-42.7;4.962;5228.1;technician;married;professional.course;no;yes;no;cellular;jul;mon;0;nonexistent;1
49;549;3;999;1.4;93.918;-42.7;4.962;5228.1;management;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
28;254;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;high.school;no;no;yes;cellular;jul;mon;0;nonexistent;1
26;460;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
30;1153;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;high.school;unknown;yes;no;cellular;jul;mon;0;nonexistent;2
40;247;2;999;1.4;93.918;-42.7;4.962;5228.1;services;married;basic.6y;no;no;no;cellular;jul;mon;0;nonexistent;1
35;121;3;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
27;138;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;high.school;no;yes;yes;cellular;jul;mon;0;nonexistent;1
38;90;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;high.school;unknown;no;no;cellular;jul;mon;0;nonexistent;1
56;354;2;999;1.4;93.918;-42.7;4.962;5228.1;services;divorced;high.school;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
35;154;3;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;professional.course;no;yes;no;cellular;jul;mon;0;nonexistent;1
30;151;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;yes;yes;cellular;jul;mon;0;nonexistent;1
35;228;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;university.degree;no;yes;yes;cellular;jul;mon;0;nonexistent;1
35;281;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;high.school;unknown;yes;yes;telephone;jul;mon;0;nonexistent;1
35;132;4;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
35;126;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
50;68;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;divorced;basic.9y;no;yes;yes;cellular;jul;mon;0;nonexistent;1
54;56;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;unknown;no;yes;no;cellular;jul;mon;0;nonexistent;1
33;69;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
32;55;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;unknown;unknown;cellular;jul;mon;0;nonexistent;1
31;650;4;999;1.4;93.918;-42.7;4.962;5228.1;services;married;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
26;251;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;high.school;no;no;yes;telephone;jul;mon;0;nonexistent;1
35;125;5;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
43;183;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;no;yes;yes;cellular;jul;mon;0;nonexistent;1
40;119;2;999;1.4;93.918;-42.7;4.962;5228.1;services;married;basic.6y;no;no;no;cellular;jul;mon;0;nonexistent;1
40;127;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
43;74;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
29;138;3;999;1.4;93.918;-42.7;4.962;5228.1;management;single;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
26;74;6;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;professional.course;no;no;no;cellular;jul;mon;0;nonexistent;1
35;53;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
27;634;3;999;1.4;93.918;-42.7;4.962;5228.1;technician;married;professional.course;no;yes;no;cellular;jul;mon;0;nonexistent;1
51;297;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.4y;unknown;yes;yes;cellular;jul;mon;0;nonexistent;1
54;213;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;unknown;no;yes;no;cellular;jul;mon;0;nonexistent;1
24;51;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
50;124;12;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;unknown;unknown;yes;no;telephone;jul;mon;0;nonexistent;1
36;58;11;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
28;219;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
35;19;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;yes;no;telephone;jul;mon;0;nonexistent;1
29;310;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;yes;no;telephone;jul;mon;0;nonexistent;1
32;144;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;no;no;cellular;jul;mon;0;nonexistent;1
27;174;3;999;1.4;93.918;-42.7;4.962;5228.1;management;married;basic.9y;no;no;yes;cellular;jul;mon;0;nonexistent;1
30;41;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;married;professional.course;no;yes;no;cellular;jul;mon;0;nonexistent;1
46;397;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.4y;no;yes;no;cellular;jul;mon;0;nonexistent;1
27;101;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;no;yes;yes;cellular;jul;mon;0;nonexistent;1
29;305;3;999;1.4;93.918;-42.7;4.962;5228.1;management;single;university.degree;no;yes;no;telephone;jul;mon;0;nonexistent;1
35;105;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
30;111;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
23;686;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;2
36;319;3;999;1.4;93.918;-42.7;4.962;5228.1;technician;divorced;professional.course;no;no;no;cellular;jul;mon;0;nonexistent;1
33;766;3;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;2
45;297;3;999;1.4;93.918;-42.7;4.962;5228.1;management;married;basic.9y;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
35;673;8;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
56;86;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
43;388;3;999;1.4;93.918;-42.7;4.962;5228.1;services;divorced;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
31;334;3;999;1.4;93.918;-42.7;4.962;5228.1;services;married;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
38;191;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
29;35;3;999;1.4;93.918;-42.7;4.962;5228.1;admin.;married;high.school;unknown;no;no;cellular;jul;mon;0;nonexistent;1
35;77;2;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
30;129;2;999;1.4;93.918;-42.7;4.962;5228.1;services;married;basic.6y;no;yes;no;cellular;jul;mon;0;nonexistent;1
34;162;3;999;1.4;93.918;-42.7;4.962;5228.1;self-employed;divorced;university.degree;no;yes;no;telephone;jul;mon;0;nonexistent;1
35;292;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;1
27;331;2;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;professional.course;no;no;no;cellular;jul;mon;0;nonexistent;1
26;134;3;999;1.4;93.918;-42.7;4.962;5228.1;student;single;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
35;788;2;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;0;nonexistent;2
32;64;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.9y;no;yes;yes;cellular;jul;mon;0;nonexistent;1
30;171;4;999;1.4;93.918;-42.7;4.962;5228.1;admin.;single;university.degree;no;no;no;cellular;jul;mon;0;nonexistent;1
47;72;3;999;1.4;93.918;-42.7;4.962;5228.1;retired;single;basic.6y;unknown;yes;no;cellular;jul;mon;0;nonexistent;1
27;182;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;single;basic.9y;no;unknown;unknown;cellular;jul;mon;0;nonexistent;1
33;105;3;999;1.4;93.918;-42.7;4.962;5228.1;self-employed;married;university.degree;no;yes;no;telephone;jul;mon;0;nonexistent;1
31;106;4;999;1.4;93.918;-42.7;4.962;5228.1;management;married;university.degree;no;yes;no;cellular;jul;mon;0;nonexistent;1
44;64;3;999;1.4;93.918;-42.7;4.962;5228.1;entrepreneur;married;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
47;126;3;999;1.4;93.918;-42.7;4.962;5228.1;blue-collar;married;basic.6y;no;no;no;cellular;jul;mon;0;nonexistent;1
43;122;2;999;1.4;93.918;-42.7;4.962;5228.1;services;divorced;high.school;no;no;no;cellular;jul;mon;0;nonexistent;1
26;124;3;999;1.4;93.918;-42.7;4.962;5228.1;technician;single;high.school;no;yes;no;cellular;jul;mon;0;nonexistent;1
